site_id_from;site_id_to;iwait;inveht;xwait;xpen;xnum;cost
2597;2591;7.5;1.74;0.0;0.0;0.0;9.24
2616;2591;0.81;11.65;1.88;5.0;1.0;19.34
2628;2591;3.75;6.33;0.0;0.0;0.0;10.08
2629;2591;3.75;7.23;0.0;0.0;0.0;10.98
2630;2591;3.75;8.4;0.0;0.0;0.0;12.15
2686;2591;2.14;13.37;6.23;10.0;2.0;31.74
2785;2591;1.63;9.4;3.75;5.0;1.0;19.78
2786;2591;1.63;10.77;3.75;5.0;1.0;21.15
2787;2591;0.7;9.86;4.19;5.0;1.0;19.74
2788;2591;0.8;11.53;5.66;5.0;1.0;22.99
2790;2591;1.14;9.71;7.5;5.0;1.0;23.35
2791;2591;0.79;13.16;3.75;5.0;1.0;22.7
2793;2591;0.86;11.98;3.75;5.0;1.0;21.59
2794;2591;1.38;9.58;3.75;5.0;1.0;19.71
2795;2591;2.31;9.65;3.75;5.0;1.0;20.71
2811;2591;0.75;8.35;7.5;5.0;1.0;21.6
2814;2591;0.65;10.05;8.25;10.0;2.0;28.95
2860;2591;7.5;10.36;0.0;0.0;0.0;17.86
2861;2591;7.5;8.19;0.0;0.0;0.0;15.69
2862;2591;7.5;6.95;0.0;0.0;0.0;14.45
2863;2591;2.14;6.84;7.17;7.5;1.5;23.65
2924;2591;0.79;5.6;7.5;5.0;1.0;18.89
2925;2591;0.91;6.24;7.5;5.0;1.0;19.65
2926;2591;3.0;6.47;1.88;5.0;1.0;16.34
2937;2591;6.0;1.34;0.0;0.0;0.0;7.34
3014;2591;7.5;2.9;0.0;0.0;0.0;10.4
3317;2591;2.46;13.93;2.69;10.0;2.0;29.07
3318;2591;5.0;24.27;5.11;7.5;1.5;41.88
3349;2591;3.75;6.5;7.5;5.0;1.0;22.75
3798;2591;7.5;3.78;0.0;0.0;0.0;11.28
3799;2591;7.5;4.74;0.0;0.0;0.0;12.24
3962;2591;0.71;22.45;3.96;9.64;1.93;36.76
4077;2591;5.0;28.75;2.73;10.0;2.0;46.47
4138;2591;1.25;3.44;7.5;5.0;1.0;17.19
4142;2591;1.11;6.41;3.75;5.0;1.0;16.27
4149;2591;7.5;6.31;0.0;0.0;0.0;13.81
4151;2591;6.0;8.34;7.5;5.0;1.0;26.84
4187;2591;4.29;4.6;6.83;10.0;2.0;25.72
4276;2591;1.43;14.93;4.58;10.0;2.0;30.94
4304;2591;2.0;2.61;0.0;0.0;0.0;4.61
4308;2591;1.88;5.43;3.75;5.0;1.0;16.05
4309;2591;7.5;8.96;4.29;5.0;1.0;25.75
4351;2591;3.75;10.36;5.69;10.0;2.0;29.8
4352;2591;7.5;5.02;6.83;10.0;2.0;29.36
4355;2591;3.0;8.0;1.88;5.0;1.0;17.88
4357;2591;0.83;3.82;6.0;5.0;1.0;15.66
6159;2591;2.73;7.18;2.0;5.0;1.0;16.91
1658;2686;0.83;10.96;4.54;10.0;2.0;26.33
1659;2686;0.83;10.25;4.54;10.0;2.0;25.62
2025;2686;2.31;15.89;4.54;10.0;2.0;32.74
2359;2686;1.36;13.23;2.37;10.0;2.0;26.96
2360;2686;2.0;12.69;2.76;7.0;1.4;24.46
2363;2686;2.0;19.25;2.76;7.0;1.4;31.02
2368;2686;1.2;14.25;3.47;8.2;1.64;27.12
2369;2686;1.07;12.73;2.83;10.0;2.0;26.63
2576;2686;1.67;16.52;4.19;10.0;2.0;32.38
2589;2686;1.67;12.49;3.64;8.89;1.78;26.69
2590;2686;2.0;17.31;3.16;10.0;2.0;32.47
2591;2686;6.0;12.81;2.37;10.0;2.0;31.18
2592;2686;1.25;18.39;3.68;10.0;2.0;33.31
2593;2686;1.67;15.79;4.19;10.0;2.0;31.65
2594;2686;1.11;14.42;4.31;10.0;2.0;29.84
2597;2686;0.75;8.88;2.37;10.0;2.0;22.0
2616;2686;0.79;4.11;1.58;5.0;1.0;11.48
2628;2686;1.88;10.69;4.54;10.0;2.0;27.1
2629;2686;0.8;10.27;4.54;10.0;2.0;25.6
2630;2686;0.79;8.59;3.75;5.0;1.0;18.13
2785;2686;1.57;14.18;2.25;5.0;1.0;23.0
2786;2686;1.57;12.89;2.25;5.0;1.0;21.71
2787;2686;0.79;6.73;3.75;5.0;1.0;16.27
2788;2686;1.57;10.48;2.25;5.0;1.0;19.3
2790;2686;0.93;7.34;2.25;5.0;1.0;15.52
2791;2686;3.75;3.83;0.0;0.0;0.0;7.58
2793;2686;0.86;14.19;4.54;10.0;2.0;29.59
2794;2686;0.82;12.28;4.54;10.0;2.0;27.64
2795;2686;2.31;9.84;4.54;10.0;2.0;26.69
2811;2686;3.75;6.93;0.0;0.0;0.0;10.68
2814;2686;0.65;8.63;3.75;5.0;1.0;18.03
2860;2686;2.0;6.47;2.74;8.67;1.73;19.88
2861;2686;0.79;4.64;1.58;5.0;1.0;12.01
2862;2686;2.5;6.46;2.37;10.0;2.0;21.33
2863;2686;4.29;7.95;2.37;10.0;2.0;24.61
2924;2686;3.33;12.57;1.58;5.0;1.0;22.48
2925;2686;1.0;14.51;3.33;7.83;1.57;26.67
2926;2686;0.68;6.75;2.3;9.55;1.91;19.28
2937;2686;0.83;8.15;2.33;10.0;2.0;21.31
3014;2686;6.0;10.47;2.37;10.0;2.0;28.84
3317;2686;2.46;7.76;1.58;5.0;1.0;16.8
3318;2686;5.0;11.73;3.2;10.0;2.0;29.93
3349;2686;3.33;10.52;1.58;5.0;1.0;20.43
3798;2686;6.0;9.43;2.37;10.0;2.0;27.8
3799;2686;1.67;15.75;2.21;6.39;1.28;26.01
3962;2686;0.67;12.84;4.25;10.0;2.0;27.75
4077;2686;5.0;20.19;4.54;10.0;2.0;39.73
4138;2686;2.0;11.44;2.76;7.0;1.4;23.21
4142;2686;2.0;17.61;2.76;7.0;1.4;29.38
4149;2686;7.5;18.48;3.96;10.0;2.0;39.95
4151;2686;6.0;7.85;2.37;10.0;2.0;26.22
4187;2686;4.29;14.28;3.16;10.0;2.0;31.73
4276;2686;1.43;18.82;2.37;10.0;2.0;32.62
4304;2686;3.33;14.91;4.54;10.0;2.0;32.78
4308;2686;1.88;12.82;4.54;10.0;2.0;29.23
4309;2686;7.5;28.42;3.16;10.0;2.0;49.08
4351;2686;7.5;5.4;1.58;5.0;1.0;19.48
4352;2686;7.5;6.67;1.58;5.0;1.0;20.75
4355;2686;2.73;10.41;2.08;8.18;1.64;23.4
4357;2686;0.75;5.98;2.26;9.5;1.9;18.49
6159;2686;2.73;15.28;3.96;10.0;2.0;31.98
1658;2860;0.83;5.98;3.29;10.0;2.0;20.1
1659;2860;0.83;5.27;3.29;10.0;2.0;19.39
2025;2860;1.43;10.65;3.27;10.0;2.0;25.36
2359;2860;1.67;7.87;6.0;5.0;1.0;20.54
2360;2860;0.71;6.68;4.04;8.57;1.71;20.01
2363;2860;0.39;9.64;3.25;10.0;2.0;23.28
2368;2860;1.11;5.95;3.25;10.0;2.0;20.31
2369;2860;5.0;2.74;3.29;10.0;2.0;21.03
2576;2860;1.67;9.17;3.27;10.0;2.0;24.1
2589;2860;1.67;3.83;3.25;10.0;2.0;18.75
2590;2860;1.88;10.97;6.0;5.0;1.0;23.84
2591;2860;6.0;9.83;0.0;0.0;0.0;15.83
2592;2860;2.0;10.87;6.0;5.0;1.0;23.87
2593;2860;1.67;8.44;3.27;10.0;2.0;23.37
2594;2860;1.11;7.86;3.27;10.0;2.0;22.24
2597;2860;0.67;5.5;2.22;4.44;0.89;12.83
2616;2860;0.79;3.92;2.5;5.0;1.0;12.21
2628;2860;1.88;5.71;3.29;10.0;2.0;20.88
2629;2860;0.8;5.29;3.29;10.0;2.0;19.37
2630;2860;0.79;3.61;2.5;5.0;1.0;11.9
2686;2860;2.14;4.1;3.29;10.0;2.0;19.54
2785;2860;1.57;5.84;2.5;5.0;1.0;14.91
2786;2860;1.57;4.55;2.5;5.0;1.0;13.62
2787;2860;0.79;1.75;2.5;5.0;1.0;10.04
2788;2860;1.57;2.14;2.5;5.0;1.0;11.21
2790;2860;1.14;2.36;2.5;5.0;1.0;11.0
2791;2860;0.79;2.77;2.5;5.0;1.0;11.06
2793;2860;0.86;9.21;3.29;10.0;2.0;23.36
2794;2860;0.82;7.3;3.29;10.0;2.0;21.41
2795;2860;2.31;4.86;3.29;10.0;2.0;20.46
2811;2860;0.75;3.18;2.5;5.0;1.0;11.43
2814;2860;0.54;5.12;4.01;9.11;1.82;18.77
2861;2860;2.5;0.81;0.0;0.0;0.0;3.31
2862;2860;2.5;3.48;0.0;0.0;0.0;5.98
2863;2860;4.29;4.97;0.0;0.0;0.0;9.26
2924;2860;1.0;6.96;6.0;5.0;1.0;18.96
2925;2860;1.0;3.82;3.25;10.0;2.0;18.07
2926;2860;0.75;2.48;2.5;5.0;1.0;10.73
2937;2860;6.0;11.17;0.0;0.0;0.0;17.17
3014;2860;6.0;7.49;0.0;0.0;0.0;13.49
3317;2860;2.46;6.2;3.29;10.0;2.0;21.95
3318;2860;5.0;15.15;3.01;7.5;1.5;30.66
3349;2860;3.33;4.89;3.64;10.0;2.0;21.86
3798;2860;6.0;6.45;0.0;0.0;0.0;12.45
3799;2860;6.0;5.9;0.0;0.0;0.0;11.9
3962;2860;3.0;11.26;3.09;8.5;1.7;25.86
4077;2860;5.0;19.13;3.29;10.0;2.0;37.42
4138;2860;1.67;6.33;5.1;6.67;1.33;19.76
4142;2860;1.11;7.57;3.25;10.0;2.0;21.93
4149;2860;7.5;7.47;6.0;5.0;1.0;25.97
4151;2860;6.0;4.87;0.0;0.0;0.0;10.87
4187;2860;4.29;7.07;4.29;5.0;1.0;20.64
4276;2860;1.43;14.99;3.29;10.0;2.0;29.71
4304;2860;1.25;11.5;4.98;6.88;1.38;24.61
4308;2860;1.88;7.84;3.29;10.0;2.0;23.0
4309;2860;7.5;21.17;6.0;5.0;1.0;39.67
4351;2860;3.75;6.4;3.79;7.5;1.5;21.44
4352;2860;3.75;6.41;3.79;7.5;1.5;21.45
4355;2860;4.29;7.6;0.0;0.0;0.0;11.89
4357;2860;4.29;6.29;0.0;0.0;0.0;10.58
6159;2860;2.73;6.42;3.25;10.0;2.0;22.4
1658;2862;0.83;6.41;3.52;10.0;2.0;20.76
1659;2862;0.83;5.7;3.52;10.0;2.0;20.05
2025;2862;1.43;11.08;3.5;10.0;2.0;26.02
2359;2862;1.67;4.39;6.0;5.0;1.0;17.06
2360;2862;0.83;6.21;6.0;5.0;1.0;18.04
2363;2862;1.11;9.78;6.0;5.0;1.0;21.89
2368;2862;1.11;6.52;6.0;5.0;1.0;18.63
2369;2862;5.0;3.17;3.52;10.0;2.0;21.69
2576;2862;2.73;8.87;6.0;5.0;1.0;22.6
2589;2862;1.67;7.03;4.29;5.0;1.0;17.98
2590;2862;1.88;7.49;6.0;5.0;1.0;20.37
2591;2862;6.0;6.35;0.0;0.0;0.0;12.35
2592;2862;2.0;7.39;6.0;5.0;1.0;20.39
2593;2862;2.73;8.14;6.0;5.0;1.0;21.87
2594;2862;2.73;7.1;6.0;5.0;1.0;20.83
2597;2862;6.0;5.62;0.0;0.0;0.0;11.62
2616;2862;0.79;4.35;2.73;5.0;1.0;12.87
2628;2862;1.88;6.14;3.52;10.0;2.0;21.53
2629;2862;0.8;5.72;3.52;10.0;2.0;20.03
2630;2862;0.79;4.04;2.73;5.0;1.0;12.56
2686;2862;2.14;4.53;3.52;10.0;2.0;20.19
2785;2862;1.57;6.27;2.73;5.0;1.0;15.57
2786;2862;1.57;4.98;2.73;5.0;1.0;14.28
2787;2862;0.79;2.18;2.73;5.0;1.0;10.7
2788;2862;1.57;2.57;2.73;5.0;1.0;11.87
2790;2862;1.14;2.79;2.73;5.0;1.0;11.65
2791;2862;0.79;3.2;2.73;5.0;1.0;11.72
2793;2862;0.86;9.64;3.52;10.0;2.0;24.02
2794;2862;0.82;7.73;3.52;10.0;2.0;22.07
2795;2862;2.31;5.29;3.52;10.0;2.0;21.11
2811;2862;0.75;3.61;2.73;5.0;1.0;12.09
2814;2862;0.65;5.31;3.48;10.0;2.0;19.44
2860;2862;2.73;3.41;0.0;0.0;0.0;6.14
2861;2862;2.73;1.24;0.0;0.0;0.0;3.97
2863;2862;4.29;1.49;0.0;0.0;0.0;5.78
2924;2862;1.0;3.48;6.0;5.0;1.0;15.48
2925;2862;0.91;3.92;6.0;5.0;1.0;15.83
2926;2862;0.75;2.91;2.73;5.0;1.0;11.39
2937;2862;6.0;7.69;0.0;0.0;0.0;13.69
3014;2862;6.0;4.01;0.0;0.0;0.0;10.01
3317;2862;2.46;6.63;3.52;10.0;2.0;22.61
3318;2862;5.0;17.07;3.12;7.5;1.5;32.7
3349;2862;1.76;7.7;4.87;7.65;1.53;21.98
3798;2862;6.0;2.97;0.0;0.0;0.0;8.97
3799;2862;6.0;2.42;0.0;0.0;0.0;8.42
3962;2862;3.0;12.59;3.25;8.5;1.7;27.34
4077;2862;5.0;19.56;3.52;10.0;2.0;38.08
4138;2862;1.67;4.16;5.17;6.67;1.33;17.66
4142;2862;1.11;8.14;6.0;5.0;1.0;20.25
4149;2862;7.5;3.99;6.0;5.0;1.0;22.49
4151;2862;6.0;1.39;0.0;0.0;0.0;7.39
4187;2862;4.29;3.59;4.29;5.0;1.0;17.16
4276;2862;1.43;15.42;3.52;10.0;2.0;30.37
4304;2862;2.0;8.96;6.0;5.0;1.0;21.96
4308;2862;1.88;8.27;3.52;10.0;2.0;23.66
4309;2862;7.5;17.69;6.0;5.0;1.0;36.19
4351;2862;3.75;4.88;3.9;7.5;1.5;20.03
4352;2862;3.75;4.88;3.9;7.5;1.5;20.04
4355;2862;4.29;4.12;0.0;0.0;0.0;8.41
4357;2862;4.29;2.81;0.0;0.0;0.0;7.1
6159;2862;2.73;6.99;6.0;5.0;1.0;20.72
1658;3014;0.83;10.46;8.29;10.0;2.0;29.58
1659;3014;0.83;9.75;8.29;10.0;2.0;28.87
2025;3014;0.71;13.94;6.14;5.95;1.19;26.75
2359;3014;1.3;4.04;7.17;5.0;1.0;17.52
2360;3014;1.25;2.56;6.0;5.0;1.0;14.81
2363;3014;1.11;5.77;6.0;5.0;1.0;17.88
2368;3014;1.11;2.51;6.0;5.0;1.0;14.62
2369;3014;1.36;4.9;8.48;10.0;2.0;24.74
2576;3014;2.73;4.86;6.0;5.0;1.0;18.59
2589;3014;1.88;4.83;6.0;5.0;1.0;17.7
2590;3014;1.88;3.48;6.0;5.0;1.0;16.36
2591;3014;6.0;2.34;0.0;0.0;0.0;8.34
2592;3014;2.0;3.38;6.0;5.0;1.0;16.38
2593;3014;2.73;4.13;6.0;5.0;1.0;17.86
2594;3014;2.73;3.09;6.0;5.0;1.0;16.82
2597;3014;6.0;1.61;0.0;0.0;0.0;7.61
2616;3014;0.79;8.4;7.5;5.0;1.0;21.69
2628;3014;2.0;6.51;6.52;7.33;1.47;22.37
2629;3014;2.0;7.41;6.52;7.33;1.47;23.27
2630;3014;0.79;8.09;7.5;5.0;1.0;21.38
2686;3014;2.14;8.58;8.29;10.0;2.0;29.02
2785;3014;1.57;10.32;7.5;5.0;1.0;24.39
2786;3014;1.57;9.03;7.5;5.0;1.0;23.1
2787;3014;0.7;6.28;7.33;5.0;1.0;19.31
2788;3014;1.57;6.62;7.5;5.0;1.0;20.69
2790;3014;1.14;6.84;7.5;5.0;1.0;20.48
2791;3014;0.79;7.25;7.5;5.0;1.0;20.54
2793;3014;1.03;15.61;7.03;7.24;1.45;30.91
2794;3014;1.52;8.55;7.11;10.0;2.0;27.18
2795;3014;0.91;9.87;7.58;10.0;2.0;28.36
2811;3014;0.75;8.22;6.0;5.0;1.0;19.97
2814;3014;0.65;9.92;6.75;10.0;2.0;27.32
2860;3014;7.5;7.46;0.0;0.0;0.0;14.96
2861;3014;7.5;5.29;0.0;0.0;0.0;12.79
2862;3014;7.5;4.05;0.0;0.0;0.0;11.55
2863;3014;4.29;5.54;7.5;5.0;1.0;22.33
2924;3014;0.79;3.28;7.18;5.0;1.0;16.25
2925;3014;0.91;3.34;7.5;5.0;1.0;16.75
2926;3014;0.75;4.18;6.0;5.0;1.0;15.93
2937;3014;6.0;3.68;0.0;0.0;0.0;9.68
3317;3014;2.46;10.68;8.29;10.0;2.0;31.43
3318;3014;5.0;21.12;7.89;7.5;1.5;41.52
3349;3014;3.75;6.37;6.0;5.0;1.0;21.12
3798;3014;7.5;0.88;0.0;0.0;0.0;8.38
3799;3014;7.5;1.84;0.0;0.0;0.0;9.34
3962;3014;3.0;17.03;6.97;8.5;1.7;35.5
4077;3014;5.0;23.61;8.29;10.0;2.0;46.9
4138;3014;1.25;3.31;6.0;5.0;1.0;15.56
4142;3014;1.11;4.13;6.0;5.0;1.0;16.24
4149;3014;7.5;3.41;0.0;0.0;0.0;10.91
4151;3014;6.0;5.44;7.5;5.0;1.0;23.94
4187;3014;4.29;7.01;6.75;10.0;2.0;28.05
4276;3014;1.43;19.47;8.29;10.0;2.0;39.19
4304;3014;2.0;4.95;6.0;5.0;1.0;17.95
4308;3014;1.88;3.15;7.11;10.0;2.0;22.14
4309;3014;7.5;13.68;6.0;5.0;1.0;32.18
4351;3014;3.75;8.61;7.52;10.0;2.0;29.88
4352;3014;3.75;8.62;7.52;10.0;2.0;29.89
4355;3014;0.91;6.85;6.68;7.42;1.48;21.87
4357;3014;0.83;6.16;6.0;5.0;1.0;18.0
6159;3014;2.73;2.98;6.0;5.0;1.0;16.71
1658;3798;0.83;9.58;8.29;10.0;2.0;28.7
1659;3798;0.83;8.87;8.29;10.0;2.0;27.99
2025;3798;0.71;14.98;6.14;5.95;1.19;27.79
2359;3798;1.3;3.58;7.17;5.0;1.0;17.06
2360;3798;1.25;3.6;6.0;5.0;1.0;15.85
2363;3798;1.11;6.81;6.0;5.0;1.0;18.92
2368;3798;1.11;3.55;6.0;5.0;1.0;15.66
2369;3798;1.36;4.44;8.48;10.0;2.0;24.28
2576;3798;2.73;5.9;6.0;5.0;1.0;19.63
2589;3798;1.88;5.87;6.0;5.0;1.0;18.74
2590;3798;1.88;4.52;6.0;5.0;1.0;17.39
2591;3798;6.0;3.38;0.0;0.0;0.0;9.38
2592;3798;2.0;4.42;6.0;5.0;1.0;17.42
2593;3798;2.73;5.17;6.0;5.0;1.0;18.9
2594;3798;2.73;4.13;6.0;5.0;1.0;17.86
2597;3798;6.0;2.65;0.0;0.0;0.0;8.65
2616;3798;0.79;7.52;7.5;5.0;1.0;20.81
2628;3798;2.0;7.55;6.52;7.33;1.47;23.41
2629;3798;2.0;8.45;6.52;7.33;1.47;24.31
2630;3798;0.79;7.21;7.5;5.0;1.0;20.5
2686;3798;2.14;7.7;8.29;10.0;2.0;28.14
2785;3798;1.57;9.44;7.5;5.0;1.0;23.51
2786;3798;1.57;8.15;7.5;5.0;1.0;22.22
2787;3798;0.54;5.55;7.5;5.0;1.0;18.59
2788;3798;1.57;5.74;7.5;5.0;1.0;19.81
2790;3798;1.14;5.96;7.5;5.0;1.0;19.6
2791;3798;0.79;6.37;7.5;5.0;1.0;19.66
2793;3798;1.03;15.79;7.03;7.24;1.45;31.09
2794;3798;0.91;9.67;7.58;10.0;2.0;28.17
2795;3798;0.91;10.15;7.58;10.0;2.0;28.64
2811;3798;0.75;6.78;7.5;5.0;1.0;20.03
2814;3798;0.65;8.48;8.25;10.0;2.0;27.38
2860;3798;7.5;6.58;0.0;0.0;0.0;14.08
2861;3798;7.5;4.41;0.0;0.0;0.0;11.91
2862;3798;7.5;3.17;0.0;0.0;0.0;10.67
2863;3798;4.29;4.66;7.5;5.0;1.0;21.45
2924;3798;1.0;2.02;7.5;5.0;1.0;15.52
2925;3798;0.91;2.46;7.5;5.0;1.0;15.87
2926;3798;0.41;4.5;6.68;5.0;1.0;16.58
2937;3798;6.0;4.72;0.0;0.0;0.0;10.72
3014;3798;6.0;1.04;0.0;0.0;0.0;7.04
3317;3798;2.46;9.8;8.29;10.0;2.0;30.55
3318;3798;5.0;20.24;7.89;7.5;1.5;40.64
3349;3798;3.75;7.41;6.0;5.0;1.0;22.16
3799;3798;7.5;0.96;0.0;0.0;0.0;8.46
3962;3798;3.0;15.76;8.03;8.5;1.7;35.28
4077;3798;5.0;22.73;8.29;10.0;2.0;46.02
4138;3798;0.83;3.83;6.5;5.0;1.0;16.16
4142;3798;1.11;5.17;6.0;5.0;1.0;17.28
4149;3798;7.5;2.53;0.0;0.0;0.0;10.03
4151;3798;6.0;4.56;7.5;5.0;1.0;23.06
4187;3798;4.29;7.33;7.09;10.0;2.0;28.7
4276;3798;1.43;18.59;8.29;10.0;2.0;38.31
4304;3798;2.0;5.99;6.0;5.0;1.0;18.99
4308;3798;1.88;4.19;7.11;10.0;2.0;23.18
4309;3798;7.5;14.72;6.0;5.0;1.0;33.22
4351;3798;3.75;8.33;7.69;10.0;2.0;29.77
4352;3798;3.75;8.34;7.69;10.0;2.0;29.78
4355;3798;1.76;8.93;6.62;5.0;1.0;22.31
4357;3798;0.7;7.0;6.24;5.0;1.0;18.94
6159;3798;2.73;4.02;6.0;5.0;1.0;17.75
1658;4151;0.73;15.82;9.5;10.0;2.0;36.05
1659;4151;0.83;15.02;9.75;10.0;2.0;35.6
2025;4151;0.71;16.56;6.14;5.95;1.19;29.37
2359;4151;1.67;3.0;6.0;5.0;1.0;15.67
2360;4151;0.83;4.82;6.0;5.0;1.0;16.65
2363;4151;1.11;8.39;6.0;5.0;1.0;20.5
2368;4151;1.11;5.13;6.0;5.0;1.0;17.24
2369;4151;1.36;3.86;7.67;10.0;2.0;22.89
2576;4151;2.73;7.48;6.0;5.0;1.0;21.21
2589;4151;1.88;7.45;6.0;5.0;1.0;20.33
2590;4151;1.88;6.1;6.0;5.0;1.0;18.98
2591;4151;6.0;4.96;0.0;0.0;0.0;10.96
2592;4151;2.0;6.0;6.0;5.0;1.0;19.0
2593;4151;2.73;6.75;6.0;5.0;1.0;20.48
2594;4151;2.73;5.71;6.0;5.0;1.0;19.44
2597;4151;6.0;4.23;0.0;0.0;0.0;10.23
2616;4151;0.4;10.53;7.22;10.0;2.0;28.14
2628;4151;2.0;9.13;6.52;7.33;1.47;24.99
2629;4151;2.0;10.03;6.52;7.33;1.47;25.89
2630;4151;0.57;8.84;7.34;9.24;1.85;26.0
2686;4151;1.11;19.33;7.46;10.0;2.0;37.9
2785;4151;1.57;8.59;7.67;10.0;2.0;27.83
2786;4151;1.57;7.3;7.67;10.0;2.0;26.54
2787;4151;1.67;6.05;6.0;5.0;1.0;18.72
2788;4151;0.8;8.61;7.17;10.0;2.0;26.57
2790;4151;3.75;11.53;6.0;5.0;1.0;26.28
2791;4151;0.65;9.82;7.38;9.13;1.83;26.98
2793;4151;1.88;20.83;6.0;5.0;1.0;33.71
2794;4151;1.52;11.17;7.11;10.0;2.0;29.8
2795;4151;1.52;12.84;7.11;10.0;2.0;31.47
2811;4151;0.75;10.84;6.0;5.0;1.0;22.59
2814;4151;0.65;12.54;6.75;10.0;2.0;29.94
2860;4151;7.5;6.65;6.0;5.0;1.0;25.15
2861;4151;0.68;8.11;6.0;5.0;1.0;19.79
2862;4151;7.5;3.24;6.0;5.0;1.0;21.74
2863;4151;2.14;9.29;6.8;10.0;2.0;28.23
2924;4151;1.0;2.09;6.0;5.0;1.0;14.09
2925;4151;0.91;2.53;6.0;5.0;1.0;14.44
2926;4151;0.91;3.69;6.0;5.0;1.0;15.6
2937;4151;6.0;6.3;0.0;0.0;0.0;12.3
3014;4151;6.0;2.62;0.0;0.0;0.0;8.62
3317;4151;1.55;23.0;8.64;10.0;2.0;43.18
3318;4151;5.0;27.15;10.63;10.0;2.0;52.79
3349;4151;3.75;8.99;6.0;5.0;1.0;23.74
3798;4151;6.0;1.58;0.0;0.0;0.0;7.58
3799;4151;6.0;1.03;0.0;0.0;0.0;7.03
3962;4151;4.29;19.02;6.75;10.0;2.0;40.06
4077;4151;5.0;38.86;7.76;10.0;2.0;61.62
4138;4151;2.5;2.85;6.0;5.0;1.0;16.35
4142;4151;1.11;6.75;6.0;5.0;1.0;18.86
4149;4151;7.5;2.6;6.0;5.0;1.0;21.1
4187;4151;4.29;6.52;6.91;10.0;2.0;27.71
4276;4151;6.0;20.63;7.67;10.0;2.0;44.3
4304;4151;2.0;7.57;6.0;5.0;1.0;20.57
4308;4151;1.88;5.77;7.11;10.0;2.0;24.76
4309;4151;7.5;16.3;6.0;5.0;1.0;34.8
4351;4151;7.5;8.2;6.91;10.0;2.0;32.61
4352;4151;7.5;6.94;6.91;10.0;2.0;31.35
4355;4151;1.15;4.42;6.91;10.0;2.0;22.48
4357;4151;0.83;8.78;6.0;5.0;1.0;20.62
6159;4151;2.73;5.6;6.0;5.0;1.0;19.33
1658;2360;0.83;9.28;3.11;10.0;2.0;23.22
1659;2360;0.83;8.57;3.11;10.0;2.0;22.51
2025;2360;3.75;11.86;1.11;5.0;1.0;21.72
2359;2360;6.0;2.32;0.0;0.0;0.0;8.32
2363;2360;1.11;6.56;0.0;0.0;0.0;7.67
2368;2360;1.11;3.3;0.0;0.0;0.0;4.41
2369;2360;1.36;3.18;6.0;5.0;1.0;15.54
2576;2360;1.67;5.14;1.11;5.0;1.0;12.92
2589;2360;1.67;6.08;2.73;5.0;1.0;15.47
2590;2360;3.33;9.55;1.11;5.0;1.0;18.99
2591;2360;6.0;1.68;1.11;5.0;1.0;13.79
2592;2360;3.33;7.34;1.11;5.0;1.0;16.78
2593;2360;1.67;4.42;1.11;5.0;1.0;12.19
2594;2360;1.11;3.88;1.11;5.0;1.0;11.1
2597;2360;1.11;0.95;0.0;0.0;0.0;2.06
2616;2360;0.65;9.76;3.1;4.13;0.83;17.64
2628;2360;2.0;4.84;1.11;5.0;1.0;12.95
2629;2360;2.0;5.74;1.11;5.0;1.0;13.85
2630;2360;2.0;6.91;1.11;5.0;1.0;15.02
2686;2360;2.14;13.09;3.75;5.0;1.0;23.99
2785;2360;1.57;6.67;6.0;5.0;1.0;19.24
2786;2360;1.57;5.38;6.0;5.0;1.0;17.95
2787;2360;6.0;4.13;0.0;0.0;0.0;10.13
2788;2360;0.8;6.29;4.85;5.0;1.0;16.94
2790;2360;3.75;6.35;0.0;0.0;0.0;10.1
2791;2360;3.75;8.78;0.0;0.0;0.0;12.53
2793;2360;0.86;10.43;2.93;10.0;2.0;24.22
2794;2360;1.52;9.34;1.11;5.0;1.0;16.97
2795;2360;1.52;11.01;1.11;5.0;1.0;18.64
2811;2360;0.75;7.56;1.11;5.0;1.0;14.42
2814;2360;0.65;9.26;1.86;10.0;2.0;21.77
2860;2360;2.0;6.55;3.75;5.0;1.0;17.3
2861;2360;3.75;5.4;0.0;0.0;0.0;9.15
2862;2360;1.88;6.51;3.49;5.0;1.0;16.88
2863;2360;2.14;8.45;3.24;5.0;1.0;18.84
2924;2360;3.75;2.15;0.0;0.0;0.0;5.9
2925;2360;2.73;3.67;0.0;0.0;0.0;6.4
2926;2360;2.73;4.73;0.0;0.0;0.0;7.46
2937;2360;6.0;3.02;1.11;5.0;1.0;15.13
3014;2360;3.33;3.03;2.01;5.0;1.0;13.37
3317;2360;2.46;10.79;4.54;10.0;2.0;27.79
3318;2360;5.0;18.45;5.37;10.0;2.0;38.82
3349;2360;3.75;3.81;0.0;0.0;0.0;7.56
3798;2360;3.33;2.84;2.01;5.0;1.0;13.18
3799;2360;2.73;2.17;0.0;0.0;0.0;4.9
3962;2360;3.0;15.48;2.68;10.0;2.0;31.16
4077;2360;5.0;23.72;4.54;10.0;2.0;43.26
4138;2360;1.25;0.75;0.0;0.0;0.0;2.0
4142;2360;1.11;4.92;0.0;0.0;0.0;6.03
4149;2360;7.5;3.74;2.73;5.0;1.0;18.97
4151;2360;6.0;8.61;3.75;5.0;1.0;23.36
4187;2360;4.29;7.56;2.73;5.0;1.0;19.57
